docs|rating|timestamp
tim was an excellent server. the food was exceptional!|5.0|2022-02-11 10:48:00
friendly staff and on point customer service.|4.0|2022-02-05 01:00:00
"i was being served by maria and she was such an amazing person. she helped me in deciding the food and drinks from the menu as per my taste and she did her best in serving too.
she's a rockstar!"|5.0|2021-03-10 03:38:00
near the airport and very clean. our check out was fast|4.0|2021-10-17 02:00:00
there was no parking and it was hard to find parking as we couldn't use jervis as opening hours weren't suitable for times we had to leave for work. the staff. the room. the facilities. stayed in july 2021|5.0|2021-07-08 01:00:00
it was beautiful and the food was great. the service was super slow initially and again for drinks. food was brought out by runners and was good.|3.0|2021-09-11 22:18:00
lovely meal. eat here often. staff very friendly.|5.0|2021-12-07 12:31:00
very noisy which went on until the early hours of the morning, such was the high level of noise that the guards had to called. friendly staff stayed in december 2020|2.5|2021-01-02 06:00:00
comfy bed. friendly staff. good breakfast. not a mountain view as mentioned just some houses. pictures of food not accurate.|3.0|2022-03-23 01:00:00
very noisy. difficult to talk and hear what was being said. with a hard floor and glass domed roof there is no absorption of the sound|3.0|2021-07-31 13:46:00
very good service and food, but a little pricey . . . remember, you get what you pay for and i would say overall was very good!|5.0|2021-12-19 15:56:00
wow! we took a staycation tonight to the hotel zaza memorial city and had dinner at jonathan's the rub memorial green. what an incredible experience! ness and the rest of the team took great care of us. great food. great wine. great people. we will definitely return!|5.0|2021-11-06 20:19:00
noise from adjoining bedroom - people next door talking shouldn't be able to hear that really|3.5|2022-01-17 01:00:00
wayne contacted me and greeted me when zi arrived he was helpful and friendly and gave me any advice i needed. upon leaving he asked about my stay and thanked me for staying. the guest house views are beautiful and they really go out of their way to ensure you have anything you need. other guests above me were very loud late at night but nothing the guest house it's self can do, and didn't stop me sleeping after long days out walking|5.0|2022-02-28 01:00:00
great location , beautiful hotel and very friendly staff|5.0|2021-08-09 02:00:00
"my first visit in years to this restaurant. great location right atvthe side of the a6 and not far from garstang centre. a good selection on the menu and food was hot and tasty.
definitely will return here for lunch."|4.0|2022-02-26 01:38:00
hotel rooms were lovely and spacious. staff were very welcoming and very helpful hotel was very well located in town.we definitely will be returning for another visit really enjoyed our stay.also forgot to mention breakfast was one off the best i have had in long time so complements to one person in our group ordered spice bag and literally couldn't eat it she was too embrassed to hand it back .would have liked to being a port for electric car .|5.0|2022-12-30 01:00:00
we absolutely loved all of it well given the current economic strifes that we're encountering we thought it would have been nice as a gesture of good will to cancel the 13 overnight parking?|5.0|2022-02-14 01:00:00
great customer service, make a reservation it helps|5.0|2021-11-07 21:05:00
the room had amazing coffee machine, bed was comfortable, staff was super nice and location was fantastic nothing really|5.0|2022-03-10 01:00:00
really enjoyed night out with friends for our christmas meal. food was excellent and staff were very friendly.|5.0|2021-12-18 08:54:00
breakfast was good everything was freshly made location very good could walk everywhere stayed in december 2020|5.0|2021-01-09 00:00:00
everything excellent location and a beautiful hotel with very friendly staff stayed in december 2020|4.5|2021-01-16 00:00:00
lovely restaurant, reasonable hotel prices , great menu . fab staff|4.0|2021-08-28 09:58:00
The shower in my room was so covered in scale that I didn't even want to use it. I ended up just using the sink to wash up. The hostel itself was clean and comfortable, but the shower situation was a real bummer.|3.0|2021-07-26 02:00:00
too loud. entree not very good. steak and scallops. but soup and dessert good. so was service. very nice.|3.0|2022-01-02 03:16:00
dinner and breakfast fabulous. a special thank you to our amazing waiter brian who really made our stay|5.0|2021-10-03 02:00:00
dinner was well prepared - friendly staff breakfast not great - warm food, not very appetising.|4.0|2021-07-26 02:00:00
the server was very kind, very knowledgeable about the dishes. the atmosphere was comforting and the music was nice, the overall noise was not too loud. the food was fantastic and very fresh, but the portions could have been a little bigger. other than that, it was wonderful. would definitely recommend to someone else and will probably go back.|4.0|2021-04-22 18:47:00
this place as a hidden gem. amazingly decorated, great food and service. second time i have dined here. came back for there spooky tea service and it was amazing. can't wait to go back again!|5.0|2021-10-24 19:53:00
i was pleasantly surprised with my lunch experience at cara. the hotel has an infamous past as the coral sands motel. the space is transformed into a beautiful boutique hotel that feels luxe and special. everything that me and my party ordered was tasty with a rich flavor profile which matched well with the sexy vibe of the hotel. we ordered the lemon pasta, ceviche, beet salad, side of chicken, non-alcoholic beverages and two dessert. all dishes were memorable that satisfied all of our refined palettes. this foodie recommends this dining option.|5.0|2021-11-25 12:14:00
